id,article_label,article_text,language
358,Ingingo ya 120: Gukubita cyangwa gukomeretsa umuntu bidaturutse ku bushake,"Umuntu wese ukubita cyangwa ukomeretsa undi biturutse ku buryo buke, ubwitonzi buke, uburangare, umwete muke, ubuteshuke n'ubuteganye buke, aba akoze icyaha. Iyo abihamijwe n'urukiko, ahanishwa igifungo kitari munsi y'iminsi umunani (8) ariko kitarenze amezi abiri (2) n'ihazabu y'amafaranga y'u Rwanda atari munsi y'ibihumbi ijana (100.000 FRW) ariko atarenze ibihumbi magana abiri (200.000 FRW). Iyo uwakoze icyaha yakomerekeje abantu benshi, ahanishwa igifungo kirenze amezi abiri (2) ariko kitageze ku mezi atatu (3) n'ihazabu y'amafaranga y'u Rwanda atari munsi y'ibihumbi magana atanu (500.000FRW) ariko atarenze miliyoni imwe (1.000.000 FRW) cyangwa kimwe gusa muri ibyo bihano.",rw
359,Article 120: Unintentional assault or battery,"Any person who, because of clumsiness, recklessness, negligence, carelessness, lack of precaution and foresight, assaults or batters another person or causes an injury, commits an offence. Upon conviction, he/she is liable to imprisonment for a term of not less than eight (8) days and not more than two (2) months and a fine of not less than one hundred thousand Rwandan francs (FRW 100,000) and not more than two hundred thousand Rwandan francs (FRW 200,000). If the offender causes injuries to several persons, he/she is liable to imprisonment for a term of more than two (2) months and not less than three (3) months and a fine of not less than five hundred Rwandan francs (FRW 500,000) and not more than one million Rwandan francs (FRW 1,000,000) or only one of these penalties.",en
360,Article 120: Coups ou blessures involontaires,"Toute personne qui, par maladresse, imprudence, négligence, inattention, défaut de précaution et de prévoyance porte à autrui des coups ou cause des blessures, commet une infraction. Lorsqu'elle en est reconnue coupable, elle est passible d'un emprisonnement d'au moins huit (8) jours mais n'excédant pas deux (2) mois et d'une amende d'au moins cent mille francs rwandais (100.000 FRW) mais n'excédant pas deux cent mille francs rwandais (200.000 FRW). Lorsque l'auteur a causé des blessures à plusieurs personnes, il est passible d'un emprisonnement excédant deux (2) mois mais inférieure à trois (3) mois et d'une amende d'au moins cinq cent mille francs rwandais (500.000 FRW) mais n'excédant pas un million de francs rwandais (1.000.000 FRW) ou de l'une de ces peines seulement.",fr
361,Ingingo ya 121: Gukubita cyangwa gukomeretsa ku bushake,"Umuntu wese, abishaka, ukomeretsa undi, umukubita cyangwa umusagarira ku buryo bwa kiboko bubabaje aba akoze icyaha. Iyo abihamijwe n'urukiko, ahanishwa igifungo kitari munsi y'imyaka itatu (3) ariko kitarenze imyaka itanu (5) n'ihazabu y'amafaranga y'u Rwanda atari munsi y'ibihumbi magana atanu (500.000 FRW) ariko atarenze miliyoni imwe (1.000.000 FRW). Iyo icyaha cyakorewe umwana, umubyeyi, uwo bashyingiranywe cyangwa umuntu udashoboye kwitabara kubera imiterere ye ku mubiri cyangwa mu bwenge, ahanishwa igifungo kirenze imyaka itanu (5) ariko kitarenze imyaka umunani (8) n'ihazabu y'amafaranga y'u Rwanda atari munsi ya miliyoni imwe (1.000.000 FRW) ariko atarenga miliyoni ebyiri (2.000.000 FRW). Iyo gukubita cyangwa gukomeretsa byateye indwara cyangwa kudashobora kugira icyo umuntu yikorera ku buryo budahoraho, igihano kiba igifungo kitari munsi y'imyaka icumi (10) ariko kitarenze imyaka cumi n'itanu (15) n'ihazabu y'amafaranga y'u Rwanda atari munsi ya miliyoni eshatu (3.000.000 FRW) ariko atarenze miliyoni eshanu (5.000.000 FRW). Iyo byateye indwara idakira, ubumuga buhoraho butuma ntacyo yikorera, kubuza burundu urugingo rw'umubiri gukora no gutakaza igice cy'umubiri, igihano kiba igifungo kitari munsi y'imyaka icumi (10) ariko kitarenze imyaka cumi n'itanu (15) n'ihazabu y'amafaranga y'u Rwanda atari munsi ya miliyoni eshatu (3.000.000 FRW) ariko atarenze miliyoni eshanu (5.000.000 FRW). Iyo gukubita cyangwa gukomeretsa byagambiriwe, byategewe igico, uwakoze icyaha ahanishwa igifungo kitari munsi y'imyaka icumi (10) ariko kitarenze imyaka cumi n'itanu (15) n'ihazabu y'amafaranga y'u Rwanda atari munsi ya miliyoni eshatu (3.000.000 FRW) ariko atarenze miliyoni eshanu (5.000.000 FRW). Iyo gukubita cyangwa gukomeretsa byateye urupfu, igihano kiba igifungo kitari munsi y'imyaka cumi n'itanu (15) ariko kitarenze imyaka makumyabiri (20) n'ihazabu y'amafaranga y'u Rwanda atari munsi ya miliyoni eshanu (5.000.000 FRW) ariko atarenze miliyoni zirindwi (7.000.000 FRW).",rw
362,Article 121: Intentional assault or battery,"Any person who, wilfully, injures, beats or commits any serious violence against another person, commits an offence. Upon conviction, he/she is liable to imprisonment for a term of not less than three (3) years and not more than five (5) years and a fine of not less than five hundred thousand Rwandan francs (FRW 500,000) and not more than one million Rwandan francs (FRW 1,000,000). If the offence is committed against a child, a parent, a spouse or a person unable to protect himself/herself because of his/her physical or mental state, he/she is liable to imprisonment for a term of more than five (5) years and not more than eight (8) years and a fine of not less than one million Rwandan francs (FRW 1,000,000) and not more than two million Rwandan francs (FRW 2,000,000). If assault or battery has caused illness or non-permanent incapacity to work, the penalty is imprisonment for a term of not less than ten (10) years and not more than fifteen (15) years and a fine of not less than three million Rwandan francs (FRW 3,000,000) and not more than five million Rwandan francs (FRW 5,000,000). If assault or battery has resulted in an incurable illness, permanent disability to work, full loss of function of an organ or serious mutilation, the penalty is imprisonment for a term of not less than ten (10) years and not more than fifteen (15) years and a fine of not less than three million Rwandan francs (FRW 3,000,000) and not more than five million Rwandan francs (FRW 5,000,000). If assault or battery is committed with premeditation or ambush, the offender is liable to imprisonment for a term of not less than ten (10) years and not more than fifteen (15) years and a fine of not less than three million Rwandan francs (FRW 3,000,000) and not more than five million Rwandan francs (FRW 5,000,000). If assault or battery has caused death, the penalty is imprisonment for a term of not less than fifteen (15) years and not more than twenty (20) years and a fine of not less than five million Rwandan francs (FRW 5,000,000) and not more than seven million Rwandan francs (FRW 7,000,000).",en
363,Article 121: Coups ou blessures volontaires,"Toute personne qui, volontairement, cause des blessures, porte des coups ou commet toute autre violence grave envers autrui, commet une infraction. Lorsqu'elle en est reconnue coupable, elle est passible d'un emprisonnement d'au moins trois (3) ans mais n'excédant pas cinq (5) ans et d'une amende d'au moins cinq cent mille francs rwandais (500.000 FRW) mais n'excédant pas un million de francs rwandais (1.000.000 FRW). Lorsque l'infraction est commise à l'encontre d'un enfant, un parent, un époux ou d'une personne hors d'état de se protéger en raison de son état physique ou psychique, elle est passible d'un emprisonnement excédant cinq (5) ans mais n'excédant pas huit (8) ans et d'une amende d'au moins un million de francs rwandais (1.000.000 FRW) mais n'excédant pas deux millions de francs rwandais (2.000.000 FRW). Lorsque les coups ou les blessures ont entraîné une maladie ou une incapacité de travail non permanente, la peine est portée à un emprisonnement d'au moins dix (10) ans mais n'excédant pas quinze (15) ans et à une amende d'au moins trois millions de francs rwandais (3.000.000 FRW) mais n'excédant pas cinq millions de francs rwandais (5.000.000 FRW). Lorsqu'il en est résulté une maladie incurable, une incapacité totale de travail, la perte de l'usage absolu d'un organe, une mutilation grave, la peine est portée à un emprisonnement d'au moins dix (10) ans mais n'excédant pas quinze (15) ans et à une amende d'au moins trois millions de francs rwandais (3.000.000 FRW) mais n'excédant pas cinq millions de francs rwandais (5.000.000 FRW). Lorsque les coups ou les blessures ont été portés avec préméditation ou guet-apens, l'auteur est passible d'un emprisonnement d'au moins dix (10) ans mais n'excédant pas quinze (15) ans et d'une amende d'au moins trois millions de francs rwandais (3.000.000 FRW) mais n'excédant pas cinq millions de francs rwandais (5.000.000 FRW). Lorsque les coups ou les blessures ont entraîné la mort, la peine est portée à un emprisonnement d'au moins quinze (15) ans mais n'excédant pas vingt (20) ans et une amende d'au moins cinq millions de francs rwandais (5.000.000 FRW) mais n'excédant pas sept millions de francs rwandais (7.000.000 FRW).",fr
364,Ingingo ya 122: Kutita ku muntu ushinzwe gucungira ubuzima,"Umuntu wese ufite inshingano yo kwita ku mibereho y'umuntu, ku bw'inabi, umwicisha inzara, inyota, utamuvuza cyangwa umwima ikintu cyose cyashoboraga kurinda ubuzima bwe guhungabana ariko atagambiriye kwica, aba akoze icyaha. Iyo abihamijwe n'urukiko, ahanishwa igifungo kitari munsi y'imyaka itanu (5) ariko kitarenze imyaka irindwi (7). Iyo icyaha kivugwa mu gika cya mbere cy'iyi ngingo gikorewe umwana cyangwa umuntu udashoboye kwirwanaho kubera imiterere y'umubiri cyangwa y'ubwenge, igihano kiba igifungo kitari munsi y'imyaka icumi (10) ariko kitarenze imyaka cumi n'itanu (15). Iyo uwakoze icyaha yari afite ubushake bwo kwica, igihano kiba igifungo cya burundu.",rw
365,Article 122: Neglecting the care for the person entrusted into one's care,"Any person responsible for the care of another person who, in bad faith and without intent to kill, subjects him/her to hunger, thirst or who fails to provide medical care or who deprives him/her of anything that could have saved his/her life, commits an offence. Upon conviction, he/she is liable to imprisonment for a term of not less than five (5) years and not more than seven (7) years. If the offence referred to under Paragraph One of this Article is committed against a child or a person unable to protect himself/herself because of his/her physical or mental state, the penalty is imprisonment for a term of not less than ten (10) years and not more than fifteen (15) years. If the offender acted with intent to kill, the penalty is a life imprisonment.",en
366,Article 122: Délaissement d'une personne dont on a la charge,"Toute personne ayant la charge de prendre soin d'une autre personne qui, de mauvaise foi mais sans intention de tuer, la laisse mourir de faim, de soif, ne la fait pas soigner ou la prive de toute chose pouvant épargner la vulnérabilité de sa vie, commet une infraction. Lorsqu'elle en est reconnue coupable, elle est passible d'un emprisonnement d'au moins cinq (5) ans mais n'excédant pas sept (7) ans. Lorsque l'infraction prévue à l'alinéa premier du présent article est commis contre un enfant ou une personne hors d'état de se protéger en raison de son état physique ou psychique, la peine est portée à un emprisonnement d'au moins dix (10) ans mais n'excédant pas quinze (15) ans. Lorsque l'auteur a agi avec l'intention de tuer, la peine est portée à l'emprisonnement à perpétuité.",fr
367,Ingingo ya 123: Kwikuramo inda,"Umuntu wese wikuyemo inda, aba akoze icyaha. Iyo abihamijwe n'urukiko, ahanishwa igifungo kitari munsi y'umwaka umwe (1) ariko kitarenze imyaka itatu (3) n'ihazabu y'amafaranga y'u Rwanda atari munsi y'ibihumbi ijana (100.000 FRW) ariko atarenze ibihumbi magana abiri (200.000 FRW).",rw
368,Article 123: Self-induced abortion,"Any person who self-induces an abortion commits an offence. Upon conviction, she is liable to imprisonment for a term of not less than one (1) year and not more than three (3) years and a fine of not less than one hundred thousand Rwandan francs (FRW 100,000) and not more than two hundred thousand Rwandan francs (FRW 200,000).",en
369,Article 123: Avortement auto-induit,"Toute personne qui pratique un avortement auto-induit, commet une infraction. Lorsqu'elle en est reconnue coupable, elle est passible d'un emprisonnement d'au moins un (1) an mais n'excédant pas trois (3) ans et d'une amende d'au moins cent mille francs rwandais (100.000 FRW) mais n'excédant pas deux cent mille francs rwandais (200.000 FRW).",fr
370,Ingingo ya 124: Gukuramo undi inda,"Umuntu wese ukuramo undi muntu inda, aba akoze icyaha. Iyo abihamijwe n'urukiko, ahanishwa igifungo kitari munsi y'imyaka itatu (3) ariko kitarenze imyaka itanu (5). Umuntu wese, ku bw'uburangare cyangwa umwete muke, utuma umuntu akuramo inda, ahanishwa igifungo kitari munsi y'umwaka umwe (1) ariko kitarenze imyaka ibiri (2) n'ihazabu y'amafaranga y'u Rwanda atari munsi y'ibihumbi magana atatu (300.000 FRW) ariko atarenze ibihumbi magana atanu (500.000 FRW) cyangwa kimwe gusa muri ibyo bihano. Iyo gukuramo inda biteye ubumuga byemejwe n'umuganga ubifitiye ububasha, uwakoze icyaha ahanishwa igifungo kitari munsi y'imyaka makumyabiri (20) ariko kitarenze imyaka makumyabiri n'itanu (25). Iyo gukuramo inda biteye urupfu, uwakuriwemo inda yaba yabyemeye cyangwa atabyemeye, uwakoze icyaha ahanishwa igifungo cya burundu.",rw
